transaction_id,user_id,transaction_date,amount
T49646,U0070,2023-05-03,56.23
T77400,U0070,2023-03-01,234.09
T90015,U0070,2022-09-20,186.98
T47241,U0070,2022-11-23,51.24
T55115,U0071,2022-06-29,180.68
T91138,U0071,2022-11-23,40.38
T42405,U0071,2022-05-12,118.29
T76681,U0071,2022-10-17,147.46
T66050,U0071,2022-06-13,106.32
T30301,U0071,2022-06-06,16.44
T76361,U0071,2022-09-26,208.65
T56460,U0071,2022-03-30,77.46
T32145,U0071,2022-07-14,33.19
T84291,U0071,2022-06-09,55.38
T73171,U0071,2022-05-31,3.83
T54874,U0071,2022-04-04,13.68
T81731,U0071,2022-11-15,145.05
T76534,U0071,2022-08-31,0.0
T79857,U0071,2022-11-24,53.88
T85821,U0071,2022-11-27,73.92
T17235,U0072,2022-10-31,5.33
T37131,U0072,2022-11-30,21.21
T36150,U0072,2022-09-26,37.12
T73120,U0072,2022-09-08,131.57
T23392,U0072,2023-01-13,102.34
T97635,U0072,2022-06-18,53.78
T60509,U0072,2022-12-11,142.32
T82776,U0073,2022-08-19,24.91
T27737,U0073,2022-11-14,143.75
T69350,U0073,2023-02-16,78.19
T46258,U0073,2023-01-26,16.21
T60848,U0073,2022-09-10,47.91
T83026,U0073,2023-03-10,53.52
T88168,U0073,2022-09-02,140.17
T92532,U0074,2023-06-13,99.0
T79153,U0074,2023-06-12,65.75
T43721,U0074,2022-10-10,44.9
T89916,U0074,2023-02-17,298.0
T77793,U0075,2023-05-23,190.03
T10033,U0075,2023-04-23,42.25
T54766,U0075,2023-04-02,3.13
T92085,U0075,2023-08-19,5.33
T37712,U0075,2023-06-30,15.33
T81056,U0075,2023-07-26,24.0
T30373,U0075,2023-02-10,109.41
T89173,U0075,2023-10-09,17.12
T90619,U0075,2023-03-12,12.66
T22082,U0075,2023-03-19,144.7
T16323,U0075,2023-07-03,111.19
T33755,U0075,2023-04-04,57.15
T28954,U0075,2023-09-18,79.7
T36273,U0075,2023-03-27,37.39
T27043,U0075,2023-07-07,65.87
T48399,U0075,2022-12-22,70.66
T52664,U0075,2023-06-06,48.98
T75781,U0076,2022-12-17,10.26
T22479,U0076,2023-01-21,81.87
T91795,U0076,2023-08-20,69.53
T59216,U0076,2023-08-01,122.48
T62026,U0076,2023-04-15,76.42
T39160,U0076,2023-05-12,77.81
T77763,U0077,2023-07-12,160.95
T13274,U0077,2022-10-15,80.45
T77010,U0077,2023-05-30,50.51
T40810,U0078,2022-11-04,28.44
T46529,U0078,2023-01-02,17.77
T52896,U0078,2022-11-10,20.69
T40705,U0078,2023-01-05,2.0
T42955,U0078,2022-08-09,49.54
T98717,U0078,2022-08-29,21.25
T75275,U0078,2022-08-14,53.04
T99663,U0078,2023-03-01,273.33
T26710,U0078,2022-11-29,56.31
T99516,U0078,2023-05-06,210.36
T96003,U0078,2022-10-29,93.01
T85340,U0078,2023-02-02,28.39
T43895,U0078,2023-03-05,43.98
T17284,U0079,2022-10-02,246.19
T23717,U0079,2023-04-15,1.15
T90829,U0079,2023-03-29,59.8
T94940,U0079,2022-10-30,377.68
T67291,U0079,2023-02-27,10.88
T84291,U0079,2023-06-29,79.36
T67052,U0079,2023-02-01,386.12
T36185,U0079,2022-12-06,81.08
T72446,U0079,2023-03-14,21.05
T94668,U0079,2022-12-01,87.27
T94128,U0079,2023-04-16,22.87
T40088,U0079,2022-09-27,73.34
T42436,U0079,2023-04-16,7.69
T69095,U0079,2023-01-19,93.01
T22554,U0079,2023-05-19,72.73
T70446,U0079,2022-10-12,134.77
T77752,U0079,2023-06-20,99.61
T76528,U0079,2023-04-03,79.76
T64894,U0080,2022-08-04,9.66
T14972,U0080,2022-12-14,91.39
T13093,U0080,2023-05-04,97.72
T27462,U0080,2023-02-17,104.56
T28906,U0080,2022-12-17,31.12
T62136,U0080,2023-02-28,1.52
T31897,U0080,2022-08-02,335.28
T68740,U0080,2022-08-23,28.89
T97859,U0081,2023-01-08,279.78
T33149,U0081,2022-12-14,0.67
T47986,U0081,2023-06-17,147.97
T96100,U0081,2023-02-04,98.14
T59791,U0081,2022-12-25,46.77
T57788,U0081,2023-07-12,5.18
T39337,U0081,2022-12-31,98.75
T18661,U0081,2023-01-18,48.71
T22577,U0081,2023-03-30,275.31
T99043,U0081,2023-07-20,78.09
T62314,U0081,2023-01-14,280.76
T90530,U0081,2023-03-26,24.91
T48197,U0082,2023-03-30,9.72
T84810,U0082,2022-09-20,137.99
T58112,U0082,2022-11-19,245.98
T33892,U0082,2023-05-20,56.92
T44883,U0082,2023-04-24,29.94
T47346,U0082,2023-01-28,56.99
T12908,U0082,2023-01-18,128.54
T93194,U0082,2022-12-28,0.91
T29162,U0082,2023-05-15,89.03
T30915,U0082,2022-09-28,95.01
T70837,U0082,2023-01-30,101.53
T40312,U0083,2023-02-28,61.42
T61769,U0083,2023-01-15,131.95
T72412,U0083,2022-09-08,93.33
T16775,U0083,2023-04-02,111.74
T94712,U0083,2022-12-29,8.46
T17315,U0083,2022-11-19,302.6
T86381,U0083,2022-09-16,182.32
T42431,U0083,2022-10-02,163.52
T21338,U0083,2023-03-13,173.15
T56567,U0083,2022-10-08,269.88
T66940,U0083,2023-05-17,78.58
T82354,U0083,2023-02-19,22.35
T98875,U0084,2022-11-28,3.56
T81800,U0084,2023-04-24,154.82
T21477,U0084,2023-05-20,52.99
T27871,U0084,2023-02-24,206.93
T29975,U0084,2023-03-26,101.6
T41135,U0084,2022-11-10,179.36
T45675,U0084,2022-12-14,69.2
T10072,U0084,2023-06-20,76.58
T39901,U0084,2023-06-09,15.59
T30642,U0084,2023-02-27,153.24
T26794,U0084,2022-10-05,54.37
T28621,U0084,2023-01-13,69.33
T60701,U0085,2023-06-12,52.56
T67175,U0085,2023-06-11,257.74
T38030,U0085,2023-07-01,11.86
T49477,U0085,2023-08-25,72.65
T60135,U0085,2023-07-10,154.42
T10115,U0085,2023-08-21,285.65
T72142,U0085,2023-04-22,137.35
T69661,U0085,2023-02-07,127.5
T50559,U0085,2023-03-06,175.15
T58193,U0085,2023-07-03,59.1
T83522,U0085,2023-04-16,163.91
T14046,U0085,2022-12-11,0.8
T77481,U0085,2023-08-07,258.44
T57621,U0086,2022-03-21,70.45
T42287,U0086,2022-07-29,283.23
T68287,U0086,2022-11-30,209.01
T29902,U0086,2022-04-28,10.82
T52235,U0086,2022-04-19,49.88
T58754,U0086,2022-07-29,80.6
T36080,U0086,2022-10-21,69.94
T58806,U0086,2022-03-30,21.55
T23877,U0086,2022-04-22,195.77
T86922,U0086,2022-04-03,112.99
T73994,U0086,2022-06-16,181.96
T16423,U0086,2022-08-22,195.73
T46889,U0087,2023-05-13,19.75
T98664,U0087,2023-07-23,118.4
T38694,U0087,2023-06-07,26.08
T90055,U0087,2023-03-25,12.51
T15449,U0087,2023-01-06,18.07
T66256,U0088,2022-11-02,18.12
T90263,U0088,2022-12-21,221.51
T86821,U0088,2022-11-25,27.65
T61218,U0088,2022-08-27,43.74
T43825,U0088,2022-11-11,11.13
T23542,U0088,2023-01-06,25.15
T94096,U0088,2023-04-12,73.24
T12553,U0088,2023-05-25,93.59
T67109,U0088,2023-03-06,28.15
T48448,U0088,2022-12-13,5.95
T70018,U0089,2023-02-12,393.4
T51130,U0089,2022-11-24,71.8
T33195,U0089,2023-01-28,12.14
T64331,U0089,2023-03-07,144.73
T15775,U0089,2023-06-29,113.6
T15448,U0089,2022-10-02,148.27
T48648,U0089,2023-03-27,302.5
T40548,U0089,2023-03-07,149.83
T31811,U0089,2023-02-01,94.5
T35330,U0089,2023-05-17,194.71
T42932,U0089,2022-12-15,111.85
T90915,U0089,2023-05-10,52.44
T37086,U0089,2023-04-06,216.82
T38536,U0089,2022-10-31,25.09
T87536,U0089,2023-05-16,125.4
T42144,U0089,2023-07-05,213.34
T10820,U0089,2023-01-19,131.42
T15585,U0090,2022-11-08,52.72
T88969,U0090,2022-10-12,104.35
T82322,U0090,2022-10-05,1.56
T71378,U0090,2022-11-06,32.97
T54489,U0090,2023-03-01,23.31
T20254,U0090,2023-01-26,4.29
T86698,U0090,2023-02-02,65.25
T60148,U0090,2022-12-05,20.06
T51428,U0090,2023-04-08,135.9
T15317,U0090,2022-11-27,188.34
T60883,U0090,2023-01-08,78.87
T31811,U0091,2022-08-06,0.84
T51348,U0091,2022-05-07,24.55
T44862,U0091,2022-03-31,108.38
T25470,U0091,2022-03-06,66.16
T60583,U0091,2022-09-23,0.53
T30736,U0091,2022-06-17,163.22
T68108,U0091,2022-10-06,148.2
T77139,U0091,2022-09-23,79.5
T81678,U0091,2022-02-17,6.88
T44773,U0091,2022-08-15,145.46
T61015,U0091,2022-09-08,87.64
T65900,U0091,2022-03-26,152.31
T27278,U0091,2022-04-14,139.33
T78416,U0091,2022-04-17,162.46
T40204,U0091,2022-06-26,72.98
T92146,U0091,2022-04-15,15.12
T53297,U0091,2022-06-16,111.22
T98420,U0091,2022-06-01,96.88
T50936,U0091,2022-05-21,135.58
T67894,U0092,2022-09-10,17.02
T73283,U0092,2023-03-02,64.23
T20395,U0092,2023-01-16,126.02
T39100,U0092,2023-01-11,31.6
T70999,U0092,2023-03-14,22.6
T35402,U0092,2022-08-13,37.66
T93831,U0092,2023-03-29,27.64
T83899,U0092,2023-02-10,24.2
T93640,U0092,2022-08-11,55.31
T80200,U0093,2022-06-06,137.93
T21030,U0093,2022-08-14,25.49
T89609,U0093,2022-04-10,75.23
T31756,U0093,2022-08-25,174.82
T86289,U0093,2022-01-21,62.2
T32633,U0093,2022-07-16,32.64
T85233,U0093,2022-10-25,106.34
T49212,U0093,2022-06-14,173.6
T84003,U0093,2022-08-31,6.52
T28077,U0093,2022-03-22,149.96
T46432,U0093,2022-11-09,172.4
T19298,U0093,2022-09-15,61.9
T22439,U0093,2022-08-02,409.27
T91381,U0093,2022-07-04,154.51
T62177,U0094,2023-05-24,3.43
T50605,U0094,2023-04-11,211.35
T30043,U0094,2022-11-29,27.89
T51173,U0094,2023-07-16,81.49
T12132,U0094,2023-04-15,3.98
T60810,U0094,2023-01-03,109.92
T17070,U0094,2022-11-23,39.01
T37394,U0095,2022-09-13,161.62
T73436,U0095,2022-10-28,112.17
T74553,U0095,2022-11-20,0.57
T48909,U0095,2022-06-22,62.7
T36395,U0095,2022-05-26,84.67
T52181,U0095,2022-10-26,36.24
T49019,U0095,2022-11-23,38.29
T22486,U0095,2022-11-29,324.83
T51392,U0095,2022-09-08,222.3
T38924,U0095,2022-11-21,189.17
T40837,U0095,2022-04-17,52.09
T75643,U0095,2022-09-02,1.38
T61237,U0095,2022-04-06,8.36
T17997,U0095,2022-12-11,37.43
T33620,U0095,2022-07-28,1.59
T45724,U0095,2022-12-22,1.73
T84144,U0096,2023-06-16,84.28
T88116,U0096,2023-07-10,202.81
T30641,U0096,2023-08-28,47.66
T22597,U0096,2023-08-07,46.44
T23004,U0096,2022-12-18,96.37
T25656,U0096,2023-07-11,100.26
T92661,U0096,2023-06-30,63.35
T77062,U0096,2023-04-19,58.53
T89995,U0096,2023-05-02,68.15
T33628,U0096,2023-01-09,197.36
T52726,U0096,2023-02-21,61.83
T24102,U0096,2023-02-14,281.23
T99186,U0096,2023-01-13,70.12
T10508,U0096,2023-01-03,297.99
T24552,U0096,2023-06-04,178.88
T89475,U0096,2023-02-27,45.01
T79744,U0096,2023-02-14,199.25
T48464,U0096,2023-05-17,11.66
T38133,U0096,2023-09-17,259.09
T43074,U0097,2023-04-09,2.53
T76586,U0097,2023-01-25,18.81
T78813,U0097,2023-05-28,60.44
T74256,U0097,2023-01-30,60.67
T44285,U0097,2023-08-14,115.74
T12594,U0097,2023-06-08,241.03
T38354,U0097,2023-04-19,101.9
T64783,U0097,2023-03-11,306.91
T88511,U0097,2023-06-29,213.38
T86065,U0097,2023-07-27,87.83
T71565,U0097,2023-06-24,179.45
T83007,U0097,2023-02-28,102.88
T14229,U0097,2023-04-18,8.18
T74595,U0097,2023-03-19,134.92
T39722,U0098,2022-06-12,160.98
T50282,U0098,2022-06-10,215.92
T69017,U0098,2022-01-21,13.38
T38130,U0098,2022-02-11,22.38
T31545,U0098,2022-08-10,24.36
T62989,U0098,2022-05-21,117.51
T19926,U0098,2022-05-09,92.39
T37088,U0098,2022-06-06,96.49
T42025,U0098,2022-09-05,282.64
T10741,U0098,2022-01-20,149.57
T67402,U0098,2022-02-27,13.69
T65306,U0098,2022-09-09,42.7
T48242,U0098,2022-06-17,57.16
T99307,U0098,2022-07-13,50.41
T29809,U0099,2023-02-16,99.58
T39445,U0099,2022-12-25,24.81
T68530,U0099,2023-03-22,2.07
T30434,U0099,2023-02-23,175.23
T70383,U0099,2023-02-10,45.51
T58674,U0099,2023-09-30,43.65
T87808,U0099,2023-08-22,36.02
T11246,U0099,2023-09-16,370.39
T88328,U0099,2023-02-02,18.65
T12210,U0099,2023-07-18,228.51
T91675,U0099,2023-02-04,149.97
T95145,U0099,2023-09-11,7.96
T23738,U0099,2023-03-08,432.22
T12504,U0099,2023-10-03,31.66
T77220,U0099,2023-04-19,10.38
T35485,U0099,2023-02-24,176.79
T92658,U0099,2023-08-07,122.65
T48772,U0099,2023-02-08,96.03
T87296,U0099,2023-04-03,16.96
T27048,U0100,2023-02-03,36.6
T60513,U0100,2022-09-18,172.81
T13090,U0100,2023-01-06,5.87
T54081,U0100,2022-09-02,54.23
T53715,U0100,2022-10-05,61.33
T38740,U0100,2022-07-17,129.1
T13071,U0100,2023-01-15,85.4
T47685,U0100,2022-12-22,110.03
T17269,U0101,2022-09-03,63.65
T36858,U0101,2023-02-15,106.73
T31413,U0101,2022-11-03,82.0
T64767,U0101,2022-06-02,116.17
T15443,U0101,2022-06-21,107.32
T66584,U0101,2022-06-29,12.44
T42097,U0101,2022-10-15,160.8
T25561,U0101,2022-12-24,13.15
T86387,U0101,2022-12-25,119.91
T10922,U0101,2022-08-10,53.81
T70392,U0102,2022-10-23,32.77
T65863,U0102,2022-05-24,14.12
T37057,U0102,2022-09-12,192.9
T38764,U0102,2022-12-03,18.07
T29066,U0102,2022-06-11,192.59
T36723,U0102,2022-07-18,67.48
T69677,U0102,2022-04-16,52.18
T80675,U0102,2022-05-19,233.5
T57620,U0102,2022-12-14,92.6
T44815,U0102,2022-08-15,85.95
T20569,U0103,2022-11-24,85.15
T23708,U0103,2022-05-29,41.2
T66114,U0103,2022-12-15,446.73
T42598,U0103,2022-06-24,2.56
T69345,U0103,2022-08-30,29.12
T63675,U0103,2023-02-03,73.41
T22545,U0103,2022-11-26,73.8
T91459,U0103,2022-08-07,88.9
T28020,U0103,2022-11-16,139.3
T87248,U0103,2023-03-06,97.68
T47629,U0104,2022-07-18,89.15
T77130,U0104,2022-12-27,0.65
T97414,U0104,2022-10-17,148.07
T75826,U0104,2022-12-24,121.23
T48878,U0104,2022-05-23,95.52
T33876,U0104,2022-10-31,142.89
T11962,U0104,2022-07-13,71.93
T26096,U0104,2022-12-30,121.77
T88870,U0104,2022-09-16,273.6
T98271,U0104,2022-12-15,47.13
T43577,U0104,2022-07-15,123.14
T63242,U0104,2022-09-29,64.57
T96570,U0105,2022-09-18,562.63
T71164,U0105,2022-11-12,158.97
T37022,U0105,2022-10-06,140.13
T40637,U0105,2022-08-10,24.27
T41661,U0105,2022-10-10,40.95
T91631,U0105,2022-11-06,62.68
T33173,U0105,2023-01-03,148.45
T78414,U0105,2022-12-13,246.47
T41848,U0105,2023-01-04,20.97
T46406,U0105,2022-08-08,255.58
T83484,U0105,2022-12-13,118.95
T80506,U0105,2022-10-31,94.36
T96051,U0105,2022-12-15,22.29
T77816,U0106,2023-01-31,325.69
T72139,U0106,2023-04-09,110.22
T95614,U0106,2023-07-20,270.61
T26814,U0106,2023-05-29,30.86
T56248,U0106,2023-05-21,94.54
T31701,U0106,2022-12-15,113.48
T57042,U0106,2023-01-30,38.21
T61057,U0106,2023-04-30,188.46
T64685,U0106,2023-05-08,294.05
T77394,U0106,2023-06-10,216.16
T79909,U0106,2023-06-04,134.35
T14085,U0106,2023-03-08,32.5
T74683,U0106,2023-03-18,33.08
T56006,U0107,2022-11-19,60.3
T52933,U0107,2023-07-07,22.13
T36438,U0107,2023-01-05,18.02
T83177,U0107,2023-05-08,27.44
T72951,U0107,2023-05-27,123.83
T70536,U0107,2023-03-29,31.88
T92032,U0107,2022-12-14,41.77
T70010,U0107,2023-03-27,59.56
T36197,U0107,2023-06-01,244.45
T43718,U0107,2023-05-18,21.0
T74729,U0107,2023-03-25,0.5
T12590,U0107,2023-07-03,6.2
T42471,U0107,2023-04-20,235.14
T87633,U0107,2022-12-28,104.28
T47081,U0107,2023-04-18,31.89
T17186,U0108,2023-01-22,0.69
T46142,U0108,2022-08-28,23.88
T13493,U0108,2023-03-06,108.92
T90221,U0108,2023-06-02,52.97
T77401,U0108,2022-12-14,51.48
T68623,U0109,2022-06-26,67.89
T81904,U0109,2022-05-12,35.66
T24124,U0109,2022-08-09,90.65
T70007,U0109,2022-08-16,56.89
T85163,U0109,2022-06-23,17.96
T50992,U0109,2022-10-18,12.4
T42801,U0109,2022-05-14,79.12
T98560,U0109,2022-04-21,232.7
T27273,U0109,2022-07-22,42.15
T81619,U0109,2022-07-13,132.05
T81614,U0109,2022-06-10,107.49
T87224,U0109,2022-09-16,268.17
T10373,U0109,2022-12-05,172.03
T52725,U0109,2022-10-25,83.61
T65836,U0110,2022-03-13,175.19
T10628,U0110,2022-10-01,161.44
T11996,U0110,2022-06-19,11.03
T50762,U0110,2022-07-31,86.0
T54152,U0110,2022-08-20,62.36
T34432,U0111,2022-12-02,152.35
T28713,U0111,2022-07-31,27.45
T22217,U0111,2022-07-17,15.58
T17434,U0111,2023-01-14,12.3
T15310,U0111,2022-05-21,2.76
T32655,U0111,2022-11-23,74.15
T67575,U0111,2022-06-18,24.62
T12099,U0111,2023-02-10,454.99
T46916,U0111,2022-09-04,85.43
T81238,U0111,2022-08-17,14.84
T30702,U0111,2022-12-10,116.72
T53151,U0111,2022-12-25,228.03
T70953,U0111,2022-08-21,136.72
T59377,U0111,2022-08-30,7.95
T25697,U0111,2022-12-28,226.23
T58566,U0112,2022-08-01,61.46
T63336,U0112,2023-01-30,36.14
T47302,U0112,2023-01-15,269.64
T20427,U0112,2023-04-23,12.63
T84905,U0112,2022-08-10,271.43
T16464,U0112,2022-10-22,115.16
T56777,U0112,2022-12-12,75.84
T80083,U0112,2022-12-16,3.32
T70089,U0112,2023-01-06,64.55
T65792,U0112,2022-10-10,52.38
T63244,U0112,2023-04-12,17.58
T21304,U0112,2023-01-03,106.83
T48777,U0112,2022-08-07,354.57
T84955,U0112,2023-03-20,82.6
T51510,U0112,2022-10-04,125.44
T48960,U0112,2022-12-14,7.09
T64957,U0112,2023-05-03,54.07
T98581,U0112,2023-04-19,12.37
T46417,U0113,2023-07-25,33.97
T39801,U0113,2023-03-08,81.27
T28962,U0113,2023-05-10,2.96
T95236,U0113,2023-03-30,237.78
T50533,U0113,2023-01-11,16.99
T15624,U0113,2023-04-22,24.86
T88127,U0113,2023-01-17,73.04
T77611,U0113,2023-02-01,123.83
T93477,U0113,2023-09-12,10.06
T12091,U0113,2023-05-11,38.23
T28277,U0113,2023-04-18,346.33
T55489,U0113,2023-04-05,30.43
T89906,U0113,2023-07-25,37.55
T35761,U0114,2023-06-20,99.38
T78907,U0114,2022-12-09,51.62
T69113,U0114,2023-01-10,139.59
T74883,U0114,2023-02-01,75.78
T17163,U0115,2022-09-15,27.07
T85415,U0115,2022-04-07,11.39
T49983,U0115,2022-05-15,146.16
T89038,U0115,2022-07-27,69.41
T41962,U0115,2022-07-29,56.88
T36973,U0115,2022-07-07,28.7
T63535,U0115,2022-06-08,79.29
T99031,U0116,2022-10-08,14.2
T32342,U0116,2022-09-11,48.17
T78599,U0116,2022-09-21,96.59
T28892,U0116,2022-02-27,60.59
T37738,U0116,2022-06-13,151.5
T29366,U0116,2022-06-07,604.18
T38450,U0116,2022-07-10,21.21
T46500,U0116,2022-05-28,61.55
T10516,U0116,2022-09-23,56.38
T57262,U0116,2022-12-09,36.31
T26473,U0116,2022-03-15,22.08
T54718,U0117,2022-05-29,159.56
T98780,U0117,2022-07-10,128.82
T31035,U0117,2022-08-29,117.25
T62868,U0117,2022-05-15,41.63
T10833,U0117,2022-04-23,163.46
T14370,U0117,2022-11-18,5.38
T30540,U0117,2022-10-08,17.39
T39684,U0117,2022-04-06,40.89
T47607,U0117,2022-12-13,7.99
T28252,U0117,2022-10-30,26.79
T76240,U0117,2022-11-10,177.28
T83567,U0117,2022-04-01,296.14
T64431,U0118,2023-03-05,195.16
T87018,U0118,2022-10-11,131.36
T78010,U0118,2023-04-23,293.29
T44004,U0118,2022-12-07,152.15
T55312,U0118,2022-10-01,37.64
T97041,U0118,2023-05-07,28.49
T65446,U0118,2023-04-06,119.64
T68806,U0118,2023-04-08,45.27
T16360,U0118,2022-08-26,83.52
T42147,U0119,2023-08-03,14.15
T40456,U0119,2023-01-11,71.99
T99414,U0119,2023-01-04,21.62
T77235,U0119,2023-07-14,9.78
T82177,U0120,2022-12-23,8.72
T17368,U0120,2022-05-26,23.71
T77048,U0120,2022-04-30,139.62
T27397,U0120,2022-06-15,5.27
T72951,U0120,2022-12-22,67.83
T43148,U0120,2023-01-30,58.36
T66853,U0120,2022-04-21,40.71
T63111,U0120,2022-07-12,50.18
T57128,U0120,2022-11-07,75.49
T91129,U0120,2023-01-30,17.6
T81527,U0120,2023-01-22,84.86
T36630,U0120,2022-08-09,163.7
T58350,U0120,2022-10-05,142.78
T88110,U0120,2022-06-28,16.71
T27484,U0120,2022-07-23,16.16
T64555,U0121,2022-12-06,21.5
T19084,U0121,2023-02-04,102.58
T67289,U0121,2023-03-24,30.09
T47502,U0121,2022-11-18,217.23
T68316,U0121,2022-07-25,226.04
T35836,U0121,2022-08-09,35.28
T24857,U0121,2023-03-27,26.14
T50307,U0121,2022-07-29,52.98
T48689,U0122,2023-04-25,76.6
T14100,U0122,2023-08-26,8.56
T19570,U0122,2023-05-27,3.56
T24120,U0122,2023-01-08,458.11
T66165,U0122,2023-10-14,3.05
T78283,U0122,2023-02-18,58.79
T24351,U0122,2023-01-04,70.24
T91856,U0122,2023-05-05,12.47
T96280,U0123,2023-01-12,103.52
T98903,U0123,2023-01-16,2.38
T65196,U0123,2023-02-11,56.15
T36309,U0123,2022-11-09,32.7
T84038,U0123,2023-02-03,13.83
T63384,U0123,2023-05-21,10.49
T34458,U0123,2023-02-09,92.43
T31141,U0123,2022-12-22,74.15
T62336,U0123,2022-12-14,29.25
T74850,U0123,2023-02-16,63.67
T17386,U0123,2023-05-06,67.77
T52500,U0123,2022-12-28,21.69
T11365,U0124,2022-08-08,47.5
T56725,U0124,2022-05-25,15.48
T70936,U0124,2022-08-26,1.86
T36849,U0124,2022-05-25,62.37
T10557,U0124,2022-11-15,286.58
T88567,U0124,2022-10-26,39.13
T23177,U0124,2022-05-27,108.22
T93563,U0124,2022-02-27,105.62
T17308,U0124,2022-07-29,28.91
T50712,U0124,2022-08-22,105.1
T11928,U0124,2022-02-20,23.87
T10808,U0124,2022-08-22,13.01
T87543,U0124,2022-11-18,120.86
T85987,U0124,2022-08-09,12.04
T45867,U0124,2022-07-02,577.93
T87561,U0124,2022-08-09,20.27
T74920,U0124,2022-03-10,90.18
T20284,U0125,2022-10-31,336.11
T90638,U0125,2022-11-03,5.17
T90365,U0125,2023-03-08,221.08
T20317,U0125,2022-08-29,86.01
T51210,U0125,2023-04-02,82.99
T17770,U0125,2023-02-11,69.37
T92278,U0125,2023-05-22,7.19
T51306,U0125,2022-09-27,9.42
T62743,U0125,2022-10-18,91.86
T74632,U0125,2022-10-24,41.7
T22749,U0125,2022-12-21,249.21
T25151,U0125,2023-01-30,52.19
T89744,U0125,2023-01-25,15.46
T87347,U0125,2022-10-15,125.43
T28671,U0126,2022-05-07,95.32
T87689,U0126,2022-11-07,87.04
T58680,U0126,2022-08-20,29.25
T85662,U0126,2022-11-18,141.2
T28104,U0126,2022-07-20,8.52
T27799,U0126,2022-09-26,258.08
T89383,U0127,2023-01-13,9.92
T47337,U0127,2023-01-01,178.09
T64771,U0127,2022-12-07,250.59
T18006,U0127,2022-11-29,104.92
T58756,U0127,2022-08-10,10.92
T21522,U0127,2022-10-04,51.42
T18623,U0127,2022-11-30,130.54
T45889,U0127,2022-06-30,151.33
T75905,U0127,2023-02-27,12.58
T38248,U0127,2022-05-30,0.0
T77668,U0128,2023-06-18,190.48
T59500,U0128,2022-12-10,316.14
T46438,U0128,2023-01-06,83.41
T60375,U0128,2023-03-27,72.25
T86328,U0128,2023-07-03,8.89
T38459,U0129,2022-08-16,65.4
T16706,U0129,2022-04-08,14.85
T35729,U0129,2022-03-22,8.45
T56388,U0129,2022-09-13,177.03
T81242,U0130,2022-10-03,118.63
T46223,U0130,2023-03-16,45.36
T95659,U0130,2022-08-26,134.13
T58296,U0130,2022-11-17,109.85
T60381,U0130,2022-08-30,12.73
T67312,U0130,2022-09-25,85.01
T28850,U0130,2023-02-19,29.67
T62250,U0130,2022-10-07,163.01
T72672,U0130,2022-11-29,55.5
T68929,U0130,2022-12-17,523.71
T70600,U0130,2023-02-20,9.71
T67677,U0130,2022-08-18,151.57
T15909,U0130,2022-09-08,111.99
T15658,U0131,2022-10-29,171.52
T85199,U0131,2023-04-15,4.25
T62096,U0131,2023-04-04,68.94
T77492,U0131,2023-05-14,116.9
T84054,U0131,2023-01-09,29.08
T54901,U0131,2022-10-12,36.78
T75256,U0131,2022-12-02,95.1
T58191,U0131,2023-01-31,228.21
T11861,U0131,2022-10-06,166.03
T24652,U0131,2023-04-15,87.5
T31970,U0131,2023-05-14,131.02
T25062,U0131,2022-10-25,45.39
T92792,U0131,2023-06-11,102.43
T11530,U0131,2023-04-11,62.77
T35169,U0131,2023-06-10,21.06
T54037,U0131,2023-02-17,120.98
T75441,U0131,2022-10-28,81.3
T42782,U0132,2023-02-18,266.85
T79421,U0132,2023-04-25,112.73
T41185,U0132,2023-02-13,36.71
T24755,U0132,2023-03-27,46.21
T53271,U0132,2023-07-25,79.96
T94920,U0132,2023-09-24,156.07
T10707,U0132,2023-03-28,38.27
T77691,U0132,2023-04-26,86.69
T92297,U0132,2023-02-21,42.41
T56281,U0132,2023-04-24,169.16
T98565,U0132,2023-04-26,62.87
T61182,U0132,2023-09-15,7.98
T11734,U0132,2023-03-14,18.16
T26751,U0133,2023-07-27,206.09
T20406,U0133,2023-07-14,60.16
T89097,U0133,2023-05-10,425.49
T74352,U0133,2023-06-09,0.02
T14777,U0133,2023-01-15,95.19
T74257,U0134,2022-10-25,202.62
T37721,U0134,2023-03-04,35.29
T33806,U0134,2022-08-06,17.74
T59248,U0134,2023-05-04,112.58
T85800,U0134,2023-02-25,3.88
T31341,U0134,2023-01-15,96.75
T43134,U0134,2022-12-15,119.8
T10982,U0134,2023-03-17,24.2
T91416,U0135,2022-07-16,89.84
T87615,U0135,2022-07-27,16.06
T87605,U0135,2022-11-06,18.88
T83771,U0135,2022-01-27,211.01
T47230,U0135,2022-09-29,81.72
T52000,U0135,2022-11-07,203.97
T22157,U0135,2022-09-20,46.45
T99165,U0135,2022-05-22,95.3
T66206,U0135,2022-10-29,74.16
T88825,U0136,2023-01-24,13.28
T81671,U0136,2023-04-27,208.05
T18129,U0136,2023-01-15,353.84
T93485,U0136,2023-05-23,19.5
T22246,U0136,2023-09-20,128.04
T85828,U0136,2023-07-07,4.11
T38613,U0136,2023-02-20,51.99
T58699,U0136,2023-04-03,72.63
T86292,U0136,2023-09-10,86.9
T12156,U0136,2023-07-26,274.79
T81894,U0136,2023-10-04,111.55
T63840,U0136,2023-01-03,65.64
T52861,U0136,2023-03-16,165.9
T45120,U0136,2023-06-15,300.64
